year,sippst,age,race,mardum,ed,ui_yn,spell,dur,templayoff,censrd,seam1wks,seam2wks,hh_twlth,unemprate,gind,occ,annwg,wba,avgwba,hh_theq,hh_liq,hh_netliq,l_avgwba,l_maxwba,l_wba,l_annwg_spl1,l_annwg_spl2,l_annwg_spl3,l_annwg_spl4,l_annwg_spl5,l_annwg_spl6,l_annwg_spl7,l_annwg_spl8,l_annwg_spl9,l_annwg_spl10,id,hasmortg,l_hh_twlth,maxwba,l_annwg,unemprate2,year1,year2,year3,ind99,ind4,delta
1996,Florida,37,White,0,12,yes,2,8,0,1,8,,9750,5,7,5,7671.5093,104.81971,148.55983,0,7497.1318,7497.1318,5.000988,5.338757,4.6522417,8.3230162,.44986501,.17238763,0,0,0,0,0,0,0,5158,0,9.1850224,208.25369,8.9452686,25,0,0,1,0,0,0
1993,Florida,28,White,1,13,yes,1,4,0,0,17,35,24241,7,8,1,11577.577,188.41945,151.19592,11833.55,54.269894,-8176.6641,5.0185766,5.4210858,5.2386708,8.3230162,.44986501,.27958801,.220351,.084005825,0,0,0,0,0,5164,1,10.0958,226.12453,9.3568258,49,0,1,0,0,0,1
1997,California,31,White,0,12,yes,1,9,0,1,9,,2332,6.1999998,5,6,20846.854,124.11709,123.65605,0,1491.8529,-17237.742,4.8175039,5.2326899,4.8212252,8.3230162,.44986501,.27958801,.220351,.195071,.187135,.200619,.089313686,0,0,5165,0,7.7544813,187.29593,9.9449587,38.439999,0,0,1,0,0,0
1992,Michigan,32,White,1,13,yes,2,10,0,0,18,35,9607,9,5,5,17236.936,171.03278,196.83252,0,141.59943,-2839.4412,5.2823534,5.5745683,5.1418552,8.3230162,.44986501,.27958801,.220351,.195071,.187135,.099783376,0,0,0,5167,0,9.1702471,263.63571,9.7548094,81,0,1,0,0,0,1
1998,Indiana,30,White,0,12,yes,1,47,0,0,10,28,1500,3,3,6,18928.246,161.97177,161.4185,0,0,0,5.0840006,5.0874219,5.0874219,8.3230162,.44986501,.27958801,.220351,.195071,.187135,.1933846,0,0,0,5183,0,7.3132205,161.97174,9.8484106,9,0,0,1,0,0,1
1992,Arizona,61,White,0,13,yes,1,9,0,0,3,21,45446,8,2,5,23252.117,163.02565,136.70866,10197.021,31207.768,31077.348,4.9178519,5.0939074,5.0939074,8.3230162,.44986501,.27958801,.220351,.195071,.187135,.200619,.19850653,0,0,5184,1,10.72428,163.02562,10.054152,64,0,1,0,0,0,1
1991,Michigan,39,White,1,13,yes,1,17,0,0,17,35,142660,9.1999998,99,99,26677.387,264.85461,203.8421,115154.19,19345.902,18866.094,5.3173456,5.5791812,5.5791812,8.3230162,.44986501,.27958801,.220351,.195071,.187135,.200619,.228765,.10716124,0,5186,0,11.868219,264.85464,10.191571,84.639999,0,1,0,1,0,1
1994,New York,27,White,1,12,yes,1,10,0,0,10,27,22709,6.8000002,6,5,22382.154,149.05016,179.33769,9663.1572,220.47908,-5511.9771,5.1892705,5.5781245,5.004283,8.3230162,.44986501,.27958801,.220351,.195071,.187135,.200619,.16037387,0,0,5189,1,10.030517,264.57495,10.016019,46.240002,0,1,0,0,0,1
1986,Ohio,60,White,1,16,yes,1,9,0,0,18,35,374400,8.1999998,99,99,7930.2461,175.30019,177.61366,176969.7,262115.52,261519.25,5.1796107,5.1665001,5.1665001,8.3230162,.44986501,.20555833,0,0,0,0,0,0,0,5190,1,12.83308,175.30023,8.9784393,67.239998,1,0,0,1,0,1
1993,New York,46,Asian or Pacific Islander,1,14,yes,2,67,0,0,2,20,49641,7.8000002,4,5,18317.898,214.15448,181.01723,9678.1309,32508.57,32327.67,5.1985922,5.6034074,5.3666978,8.3230162,.44986501,.27958801,.220351,.195071,.187135,.16060777,0,0,0,5197,1,10.812572,271.34943,9.8156338,60.840004,0,1,0,0,1,1
1986,Mississippi,25,White,1,14,yes,3,14,0,0,10,27,13925,11.3,1,5,15907.001,119.29063,112.6095,11925.183,2534.1013,2419.6194,4.7239261,4.9209995,4.7815628,8.3230162,.44986501,.27958801,.220351,.195071,.187135,.019488771,0,0,0,5205,0,9.541441,137.13962,9.6745148,127.69,1,0,0,0,0,1
1997,Maryland,31,White,1,12,yes,1,18,0,0,18,35,30095,4.9000001,99,99,35798.77,165.56317,159.55171,3310.2524,4804.5483,4397.3833,5.0723681,5.3160715,5.1093526,8.3230162,.44986501,.27958801,.220351,.195071,.187135,.200619,.228765,.29894999,.10230914,5216,1,10.312115,203.58253,10.485669,24.01,0,0,1,1,0,1
1994,Pennsylvania,34,White,1,12,yes,3,15,0,0,4,21,50800,6.5,7,7,9022.0039,105.424,186.92216,26457.49,13228.745,4356.6665,5.2306924,5.6703997,4.6579905,8.3230162,.44986501,.27958801,.054952875,0,0,0,0,0,0,5218,0,10.835651,290.15048,9.1074219,42.25,0,1,0,0,0,1
1996,Ohio,48,White,1,12,yes,1,8,0,0,17,34,129930,5,6,8,22591.357,122.34649,168.6355,18215.531,79323.82,79323.82,5.1277394,5.3506856,4.8068571,8.3230162,.44986501,.27958801,.220351,.195071,.187135,.200619,.16967791,0,0,5221,1,11.774751,210.75275,10.025323,25,0,0,1,0,0,1
1999,Illinois,49,White,0,13,yes,3,11,0,0,13,,39928,4.1999998,5,7,9257.2627,130.96709,189.19334,7060.624,23478.928,-45479.832,5.2427692,5.4062829,4.8749461,8.3230162,.44986501,.27958801,.080694452,0,0,0,0,0,0,5229,1,10.594833,222.80186,9.1331635,17.639997,0,0,1,0,0,1
1994,California,37,White,1,12,yes,1,9,0,0,9,27,8123,9,2,5,14683.907,146.71017,135.74457,0,705.53308,352.76654,4.9107747,5.3124213,4.9884591,8.3230162,.44986501,.27958801,.220351,.195071,.12661622,0,0,0,0,5233,0,9.0024548,202.84077,9.5945072,81,0,1,0,0,0,1
1992,Illinois,37,White,0,12,yes,1,8,0,0,9,26,2000,8.1999998,6,8,7638.9165,116.93223,170.67389,1863.1504,0,0,5.1397548,5.2950978,4.7615943,8.3230162,.44986501,.16813043,0,0,0,0,0,0,0,5245,0,7.6009026,199.35713,8.9410114,67.239998,0,1,0,0,0,1
1987,Kentucky,36,White,1,13,yes,2,19,0,0,5,22,107120,8.5,2,5,29097.625,173.72975,123.75081,109300.18,8306.8135,4510.0703,4.8182697,5.1575007,5.1575007,8.3230162,.44986501,.27958801,.220351,.195071,.187135,.200619,.228765,.19400187,0,5252,1,11.581705,173.72972,10.278412,72.25,1,0,0,0,0,1
1993,New Jersey,36,White,0,12,yes,3,1,0,0,1,,800,7.3000002,6,7,6082.7505,102.95264,211.38123,0,45.224911,-577.97437,5.3536634,5.6834502,4.6342692,8.3230162,.39019603,0,0,0,0,0,0,0,0,5256,0,6.6846118,293.96191,8.713212,53.290001,0,1,0,0,0,1
1988,Illinois,32,White,1,12,yes,2,18,0,0,18,35,1100,6.8000002,99,99,14775.839,115.43876,168.12019,0,110.48182,-441.92728,5.1246791,5.270165,4.7487402,8.3230162,.44986501,.27958801,.220351,.195071,.13285802,0,0,0,0,5262,0,7.0030656,194.44804,9.600749,46.240002,1,0,0,1,0,1
1992,Pennsylvania,43,Black,1,16,yes,1,7,0,0,15,33,232629,7.6999998,8,2,51422.949,292.51462,187.17209,96598.758,111789.02,111789.02,5.2320285,5.6785145,5.6785145,8.3230162,.44986501,.27958801,.220351,.195071,.187135,.200619,.228765,.29894999,.46448031,5266,1,12.357201,292.51456,10.84784,59.289997,0,1,0,0,0,1
1992,New York,59,White,0,9,yes,2,29,0,1,12,29,6950,8.5,4,5,32977.762,197.50923,183.91158,0,5775.7661,5775.7661,5.2144551,5.6329041,5.2857852,8.3230162,.44986501,.27958801,.220351,.195071,.187135,.200619,.228765,.29894999,.020228295,5275,0,8.8464966,279.47253,10.403588,72.25,0,1,0,0,1,0
1999,New Mexico,56,White,0,12,yes,4,10,0,0,12,,162869,5.4000001,4,2,15258.793,192.99039,139.69052,81589.43,42057.785,42057.785,4.9394293,5.2626405,5.2626405,8.3230162,.44986501,.27958801,.220351,.195071,.16501974,0,0,0,0,5278,1,12.000702,192.9904,9.6329107,29.160002,0,0,1,0,1,1
1990,New York,28,White,0,17,yes,1,13,0,0,18,35,329385,5.5999999,2,6,40104,216.53711,180.59,300000,28074,27964,5.1962295,5.5606818,5.3777618,8.3230162,.44986501,.27958801,.220351,.195071,.187135,.200619,.228765,.29894999,.21587172,5280,0,12.704983,260.00006,10.599232,31.359999,0,1,0,0,0,1
1992,Florida,29,Black,1,12,yes,3,1,0,0,8,26,-1500,8.8000002,6,8,3614.5117,64.818466,147.1982,-3726.3008,0,-1304.2052,4.9917798,5.345222,4.1715903,8.1927118,0,0,0,0,0,0,0,0,0,5283,1,,209.60442,8.1927118,77.440002,0,1,0,0,0,1
1991,South Carolina,60,White,1,12,yes,1,18,0,0,18,35,101974,6.1999998,99,99,17656.975,167.93318,134.97029,0,94521.438,88283.914,4.9050546,5.1235662,5.1235662,8.3230162,.44986501,.27958801,.220351,.195071,.187135,.12385984,0,0,0,5285,0,11.532474,167.93318,9.7788858,38.439999,0,1,0,1,0,1
1992,Connecticut,18,White,0,12,yes,1,68,0,1,15,33,344090,8,6,7,14897.75,115.21151,196.35742,215506.88,84307.555,74404.906,5.2799368,5.592082,4.7467694,8.3230162,.44986501,.27958801,.220351,.195071,.14107488,0,0,0,0,5295,1,12.748658,268.29364,9.6089659,64,0,1,0,0,0,0
1992,Wisconsin,25,White,0,12,yes,1,6,0,0,6,23,1200,5.3000002,8,8,9577.5244,120.03809,163.45419,0,186.31503,-5403.1362,5.0965328,5.4097605,4.7878089,8.3230162,.44986501,.27958801,.11470534,0,0,0,0,0,0,5296,0,7.0900769,223.57803,9.1671743,28.090002,0,1,0,0,0,1
1986,Kansas,28,White,1,12,yes,1,4,0,0,8,26,12664,5.5999999,4,5,35298.539,224.54074,179.78404,7155.1094,5800.4087,-4335.9961,5.1917562,5.4230914,5.4140573,8.3230162,.44986501,.27958801,.220351,.195071,.187135,.200619,.228765,.29894999,.088236719,5301,1,9.4465189,226.57849,10.471597,31.359999,1,0,0,0,1,1
1991,Washington,24,White,0,12,yes,1,4,0,0,15,33,4300,5.9000001,4,5,21111.602,210.36308,168.08673,0,0,0,5.1244802,5.4641118,5.348835,8.3230162,.44986501,.27958801,.220351,.195071,.187135,.200619,.1019327,0,0,5303,0,8.3663702,236.06609,9.9575777,34.810001,0,1,0,0,1,1
1998,Maryland,49,White,1,16,yes,1,6,0,0,12,29,102850,4.6999998,2,1,22996.785,200.46011,162.22838,57732.516,16036.81,16036.81,5.089005,5.3006153,5.3006153,8.3230162,.44986501,.27958801,.220351,.195071,.187135,.200619,.18746489,0,0,5309,1,11.541027,200.46011,10.04311,22.089998,0,0,1,0,0,1
1987,Texas,41,White,1,2,yes,1,78,0,1,9,26,31590,8.1999998,7,6,16606.725,106.95739,186.00589,34389.289,0,-345.15845,5.2257781,5.4873285,4.6724305,8.3230162,.44986501,.27958801,.220351,.195071,.187135,.062536672,0,0,0,5323,1,10.360596,241.61089,9.7175627,67.239998,1,0,0,0,0,0
1986,Pennsylvania,25,White,0,12,yes,2,2,0,0,10,,32626,6.9000001,4,6,25300.467,126.86328,184.92381,0,34196.652,31954.719,5.219944,5.6228046,4.8431101,8.3230162,.44986501,.27958801,.220351,.195071,.187135,.200619,.228765,.054168414,0,5324,0,10.392865,276.66425,10.138578,47.610001,1,0,0,0,1,1
1995,Pennsylvania,29,White,1,12,yes,1,11,0,1,11,,2020,5.8000002,4,5,26661.428,258.16003,188.22858,0,17.152231,-1114.895,5.2376571,5.7213268,5.5535798,8.3230162,.44986501,.27958801,.220351,.195071,.187135,.200619,.228765,.10656328,0,5326,0,7.6108527,305.30975,10.190973,33.640003,0,1,0,0,1,0
1986,Mississippi,26,White,1,12,yes,2,4,0,0,4,21,14200,12.3,8,1,18021.336,155.02737,112.6095,4770.0728,1192.5182,1192.5182,4.7239261,5.0436015,5.0436015,8.3230162,.44986501,.27958801,.220351,.195071,.187135,.14428563,0,0,0,5328,1,9.560997,155.02734,9.7993116,151.29001,1,0,0,0,0,1
1992,Kansas,20,White,0,13,yes,1,6,0,0,18,35,1695,4.8000002,6,5,8943.1221,177.9388,166.80785,0,181.65717,181.65717,5.1168427,5.4055853,5.1814399,8.3230162,.44986501,.27958801,.046171442,0,0,0,0,0,0,5329,0,7.4354382,222.6465,9.0986404,23.040001,0,1,0,0,0,1
1996,Alabama,31,White,1,12,yes,1,4,0,0,17,34,19138,4.8000002,7,8,10296.062,129.55212,117.97987,0,0,0,4.770514,5.010253,4.8640833,8.3230162,.44986501,.27958801,.18704726,0,0,0,0,0,0,5350,1,9.8594313,149.94266,9.2395163,23.040001,0,0,1,0,0,1
1994,Pennsylvania,30,White,0,9,yes,1,91,0,1,4,22,2500,6.4000001,6,8,12290.386,98.337242,186.92216,0,705.53308,-3300.1309,5.2306924,5.6703997,4.5884027,8.3230162,.44986501,.27958801,.220351,.14375257,0,0,0,0,0,5357,0,7.8240461,290.15048,9.4165726,40.960003,0,1,0,0,0,0
1990,Georgia,55,Black,1,12,yes,1,20,0,0,2,20,8765,5.6999998,2,6,14832,185,142.96001,2500,615,-2385,4.9625649,5.220356,5.220356,8.3230162,.44986501,.27958801,.220351,.195071,.13665174,0,0,0,0,5361,1,9.0785217,185.00003,9.6045427,32.489998,0,1,0,0,0,1
1991,South Carolina,33,White,1,14,yes,3,5,0,0,14,31,9000,6.1999998,4,5,15622.584,138.27759,134.97029,7676.9458,0,-1209.1189,4.9050546,5.1235662,4.9292631,8.3230162,.44986501,.27958801,.220351,.195071,.187135,.0014471598,0,0,0,5365,1,9.1049795,167.93318,9.6564732,38.439999,0,1,0,0,1,1
1999,Wisconsin,31,White,1,12,yes,3,2,0,0,8,26,2075,3.4000001,4,5,16237.866,213.09238,175.30745,0,0,-1569.0276,5.1665411,5.4271898,5.3617258,8.3230162,.44986501,.27958801,.220351,.195071,.187135,.040074784,0,0,0,5378,0,7.6377163,227.509,9.6951008,11.56,0,0,1,0,1,1
1991,Washington,47,White,1,14,yes,4,52,0,1,17,34,110800,6.5,99,99,15624.504,161.55745,168.08673,74850.219,17800.918,17800.918,5.1244802,5.5117397,5.0848608,8.3230162,.44986501,.27958801,.220351,.195071,.187135,.0015701838,0,0,0,5380,0,11.615482,247.58148,9.6565962,42.25,0,1,0,1,0,0
1992,California,30,White,0,11,yes,2,24,0,0,18,35,7350,9.3000002,99,99,2682.9365,87.726761,141.66464,0,4518.1396,-29204.883,4.9534626,5.3672009,4.474227,7.8946671,0,0,0,0,0,0,0,0,0,5382,0,8.9024553,214.26227,7.8946671,86.490005,0,1,0,1,0,1
1986,Pennsylvania,34,White,0,12,yes,1,17,0,0,17,34,2448,6.3000002,99,99,18603.285,187.51868,184.92381,1130.5073,0,-149.06477,5.219944,5.6228046,5.2338786,8.3230162,.44986501,.27958801,.220351,.195071,.187135,.17606778,0,0,0,5398,1,7.8030267,276.66425,9.8310938,39.690002,1,0,0,1,0,1
1986,California,40,White,1,14,yes,1,34,0,1,17,34,92490,6.5,99,99,25219.375,166.61275,141.1703,66781.023,38804.543,31554.033,4.9499669,5.2880549,5.1156721,8.3230162,.44986501,.27958801,.220351,.195071,.187135,.200619,.228765,.050957393,0,5400,1,11.434855,197.95801,10.135367,42.25,1,0,0,1,0,0
1992,Washington,25,White,0,12,yes,1,4,0,0,4,21,500,8,4,5,16255.987,199.35014,163.60323,0,0,0,5.0974441,5.5385933,5.295063,8.3230162,.44986501,.27958801,.220351,.195071,.187135,.041190583,0,0,0,5401,0,6.2146082,254.31999,9.6962166,64,0,1,0,0,1,1
1991,West Virginia,28,White,0,12,yes,1,49,0,1,18,35,10600,10.8,99,99,4606.1675,183.36247,153.12628,9596.1816,95.961823,-1343.4655,5.0312629,5.5309343,5.2114649,8.3230162,.1121351,0,0,0,0,0,0,0,0,5406,1,9.268609,252.37961,8.4351511,116.64001,0,1,0,1,0,0
1991,Tennessee,60,White,1,12,yes,1,25,0,0,8,25,95950,6.6999998,4,5,29253.002,158.33701,113.58041,79648.313,2375.0552,2375.0552,4.732511,5.0647259,5.0647259,8.3230162,.44986501,.27958801,.220351,.195071,.187135,.200619,.228765,.19932719,0,5415,1,11.471582,158.33704,10.283737,44.889996,0,1,0,0,1,1
1994,Texas,44,White,1,12,yes,1,10,0,0,10,28,52600,6.8000002,4,5,23370.783,216.0695,163.10161,35276.652,0,0,5.0943732,5.3756003,5.3756003,8.3230162,.44986501,.27958801,.220351,.195071,.187135,.200619,.20359725,0,0,5427,0,10.870471,216.06955,10.059242,46.240002,0,1,0,0,1,1
1995,New Jersey,32,Black,1,14,yes,1,8,0,0,8,26,65769,6.4000001,8,1,35632.043,303.59448,216.6584,55449.73,441.66995,-7594.1504,5.3783221,5.715693,5.715693,8.3230162,.44986501,.27958801,.220351,.195071,.187135,.200619,.228765,.29894999,.097640902,5428,1,11.093904,303.59451,10.481001,40.960003,0,1,0,0,0,1
1994,Washington,37,White,1,7,yes,2,2,0,0,4,,2524,6,4,7,13564.755,99.544716,182.03636,0,1233.801,-4057.697,5.2042065,5.7120724,4.6006069,8.3230162,.44986501,.27958801,.220351,.195071,.047339179,0,0,0,0,5440,0,7.8336,302.49731,9.5152302,36,0,1,0,0,1,1
1996,Connecticut,34,White,1,12,yes,1,11,0,0,17,34,-6220,5.6999998,6,3,12475.228,159.08179,185.13751,0,416.50732,249.9044,5.2210989,5.783443,5.0694184,8.3230162,.44986501,.27958801,.220351,.15868044,0,0,0,0,0,5450,0,,324.87579,9.4315004,32.489998,0,0,1,0,0,1
1998,Pennsylvania,29,White,1,12,yes,4,2,0,0,6,,1759,4.5999999,3,6,31191.596,87.343727,190.65361,0,3287.5459,-7296.7485,5.2504582,5.7060804,4.469851,8.3230162,.44986501,.27958801,.220351,.195071,.187135,.200619,.228765,.26349419,0,5452,0,7.4725008,300.69019,10.347904,21.16,0,0,1,0,0,1
1985,South Carolina,58,Black,1,9,yes,1,15,0,0,15,32,8158,7.1999998,4,7,34108.328,151.83549,121.20117,0,7631.8599,6174.2388,4.797452,5.0227976,5.0227976,8.3230162,.44986501,.27958801,.220351,.195071,.187135,.200619,.228765,.29894999,.053936869,5456,1,9.0067539,151.83548,10.437297,51.839996,1,0,0,0,1,1
1991,Minnesota,44,White,0,16,yes,1,16,0,0,12,29,0,5,2,3,55062.895,249.50073,186.61696,0,0,0,5.2290583,5.5194616,5.5194616,8.3230162,.44986501,.27958801,.220351,.195071,.187135,.200619,.228765,.29894999,.53287113,5457,0,,249.50067,10.916231,25,0,1,0,0,0,1
1997,Wisconsin,48,White,1,13,yes,1,16,0,0,17,35,45388,3.4000001,4,5,22312.648,229.64113,153.47682,24429.906,0,-814.3302,5.0335498,5.4365177,5.4365177,8.3230162,.44986501,.27958801,.220351,.195071,.187135,.200619,.15726393,0,0,5468,1,10.723003,229.64111,10.012909,11.56,0,0,1,0,1,1
1997,Florida,50,White,1,13,yes,2,24,0,1,7,24,219212,4.5999999,8,5,69038.914,168.20491,156.30255,40370.422,131999.67,131999.67,5.0517936,5.3160715,5.1251831,8.3230162,.44986501,.27958801,.220351,.195071,.187135,.200619,.228765,.29894999,.75906551,5473,1,12.297794,203.58253,11.142426,21.16,0,0,1,0,0,0
1992,Ohio,39,White,1,10,yes,2,50,0,0,18,35,5538,7.5,99,99,13757.502,101.41262,167.56242,0,0,-13973.628,5.121356,5.2809796,4.6191974,8.3230162,.44986501,.27958801,.220351,.195071,.06144879,0,0,0,0,5479,0,8.6193886,196.56235,9.5293398,56.25,0,1,0,1,0,1
1993,California,32,White,1,11,yes,2,9,0,0,5,22,141445,9.3999996,4,5,49385.602,136.05563,141.02936,121198.24,271.34946,271.34946,4.9489679,5.3377042,4.913064,8.3230162,.44986501,.27958801,.220351,.195071,.187135,.200619,.228765,.29894999,.42405406,5481,1,11.859666,208.03455,10.807414,88.359993,0,1,0,0,1,1
1989,Texas,33,White,1,12,yes,1,3,0,0,3,,10558,6.8000002,4,5,28323.953,221.34676,168.97189,0,2266.1692,1897.2579,5.1297326,5.3997307,5.3997307,8.3230162,.44986501,.27958801,.220351,.195071,.187135,.200619,.228765,.16705294,0,5484,0,9.2646389,221.3468,10.251463,46.240002,1,0,0,0,1,1
1989,Pennsylvania,41,White,1,12,yes,1,8,0,1,8,,55575,4.3000002,2,6,23707.293,213.37636,192.16061,22661.693,24348.145,20869.838,5.2583318,5.6361194,5.3630576,8.3230162,.44986501,.27958801,.220351,.195071,.187135,.200619,.21789283,0,0,5486,1,10.925488,280.37259,10.073538,18.490002,1,0,0,0,0,0
1997,Ohio,42,Black,0,12,yes,3,8,0,1,8,,0,4.4000001,6,8,8736.1348,88.942337,169.37254,0,0,0,5.1321006,5.3436866,4.4879885,8.3230162,.44986501,.27958801,.022753969,0,0,0,0,0,0,5487,0,,209.28282,9.075223,19.360001,0,0,1,0,0,0
1995,New Jersey,46,Asian or Pacific Islander,1,18,yes,1,29,0,0,4,22,220158,6.4000001,3,2,85757.727,303.59448,216.6584,133787.41,42582.129,34863.625,5.3783221,5.715693,5.715693,8.3230162,.44986501,.27958801,.220351,.195071,.187135,.200619,.228765,.29894999,.97592151,5488,1,12.302101,303.59451,11.359282,40.960003,0,1,0,0,0,1
1988,Tennessee,25,White,0,12,yes,1,19,0,0,8,26,10220,6,7,2,38236.652,154.85643,116.38155,0,2452.6965,2121.251,4.7568741,5.0764146,5.0424986,8.3230162,.44986501,.27958801,.220351,.195071,.187135,.200619,.228765,.29894999,.16818991,5490,0,9.2321014,160.19864,10.55155,36,1,0,0,0,0,1
1994,Texas,39,White,1,9,yes,2,6,0,0,10,27,18000,6.5,5,4,8084.5273,108.98236,163.10161,4850.54,3483.5696,2623.7012,5.0943732,5.3756003,4.691186,8.3230162,.44986501,.22482637,0,0,0,0,0,0,0,5495,1,9.7981272,216.06955,8.9977074,42.25,0,1,0,0,0,1
1992,New York,36,White,0,14,yes,1,35,0,0,17,35,23999,8.5,99,99,19153.186,183.34929,183.91158,0,22356.873,22356.873,5.2144551,5.6329041,5.2113929,8.3230162,.44986501,.27958801,.220351,.195071,.187135,.200619,.0045797238,0,0,5497,0,10.085768,279.47253,9.8602247,72.25,0,1,0,1,0,1
1993,Pennsylvania,32,White,1,12,yes,1,24,0,0,18,35,12296,7.1999998,4,5,18714.068,234.29077,190.31548,0,7324.6265,4068.4331,5.248683,5.6585269,5.456563,8.3230162,.44986501,.27958801,.220351,.195071,.187135,.18200441,0,0,0,5500,0,9.4170294,286.72595,9.8370304,51.839996,0,1,0,0,1,1
1993,Illinois,30,White,0,13,yes,3,24,0,0,18,35,101319,6.1999998,99,99,6711.377,107.79281,176.35905,81404.836,9785.7666,9243.0674,5.1725221,5.3245749,4.6802111,8.3230162,.44986501,.038678676,0,0,0,0,0,0,0,5501,0,11.52603,205.32108,8.8115597,38.439999,0,1,0,1,0,1
1998,Illinois,40,White,1,12,yes,1,1,0,0,5,23,7261,4.3000002,3,6,8443.3799,147.58681,181.91354,0,1310.2074,989.47113,5.2035317,5.3738656,4.9944167,8.3230162,.44986501,.26825669,0,0,0,0,0,0,0,5503,0,8.8902731,215.69505,9.0411377,18.490002,0,0,1,0,0,1
1986,Minnesota,40,White,1,12,yes,1,8,0,0,11,28,36894,5.5,4,6,28544.117,243.27141,201.32094,41738.137,22.657846,-1032.7208,5.3049002,5.605413,5.4941778,8.3230162,.44986501,.27958801,.220351,.195071,.187135,.200619,.228765,.17479582,0,5506,0,10.515804,271.8942,10.259206,30.25,1,0,0,0,1,1
1992,Missouri,29,White,1,12,yes,1,18,0,0,18,35,12329,6,99,99,14979.729,163.02565,136.0752,9902.6445,92.225945,-140.66785,4.9132075,5.0939074,5.0939074,8.3230162,.44986501,.27958801,.220351,.195071,.14656232,0,0,0,0,5509,1,9.4197092,163.02562,9.6144533,36,0,1,0,1,0,1
1987,Louisiana,39,White,1,13,yes,1,11,0,0,17,34,114074,12.9,5,6,22863.297,235.85828,163.81221,57986.621,61005.605,58704.551,5.0987206,5.4632311,5.4632311,8.3230162,.44986501,.27958801,.220351,.195071,.187135,.200619,.18164271,0,0,5510,1,11.644603,235.85828,10.037288,166.40999,1,0,0,0,0,1
1991,Nevada,57,White,0,14,yes,1,30,0,0,10,28,-1030,5.5,8,5,13050.808,202.47945,161.48456,1151.5419,163.1351,-2715.7195,5.0844097,5.3106384,5.3106384,8.3230162,.44986501,.27958801,.220351,.195071,.0087144151,0,0,0,0,5511,0,,202.47946,9.4766054,30.25,0,1,0,0,0,1
1991,Ohio,26,White,0,18,yes,1,49,0,0,12,29,22933,6.3000002,7,4,19192.363,175.63977,169.43979,0,13914.464,13626.578,5.1324978,5.2368951,5.1684351,8.3230162,.44986501,.27958801,.220351,.195071,.187135,.200619,.0066224942,0,0,5516,0,10.040332,188.08521,9.8622675,39.690002,0,1,0,0,0,1
1998,Missouri,26,White,0,16,yes,1,20,0,0,12,29,12946,4.5,6,2,32808.105,164.3773,131.24524,0,4326.7314,-2889.833,4.8770676,5.1021643,5.1021643,8.3230162,.44986501,.27958801,.220351,.195071,.187135,.200619,.228765,.29894999,.015070824,5517,0,9.4685421,164.37727,10.398431,20.25,0,0,1,0,0,1
1999,Rhode Island,29,White,0,12,yes,2,16,0,0,8,26,-1480,3.9000001,4,7,20358.916,153.00708,192.77856,-1569.0276,15.690275,-16459.1,5.2615423,5.6544628,5.0304842,8.3230162,.44986501,.27958801,.220351,.195071,.187135,.200619,.065629184,0,0,5522,1,,285.56305,9.9212742,15.210001,0,0,1,0,1,1
1993,Virginia,57,White,1,14,yes,1,60,0,1,8,25,178532,5,7,2,32117.828,188.13564,160.23186,145942.59,8303.2939,-11776.566,5.076622,5.2371631,5.2371631,8.3230162,.44986501,.27958801,.220351,.195071,.187135,.200619,.228765,.29275674,0,5534,1,12.092524,188.13562,10.377167,25,0,1,0,0,0,0
1995,Nebraska,24,White,1,13,yes,3,4,0,0,4,21,4050,2.5999999,2,1,3128.5669,157.80052,134.55067,0,1329.2979,-14021.948,4.9019408,5.0613317,5.0613317,8.0483303,0,0,0,0,0,0,0,0,0,5535,0,8.3064718,157.80052,8.0483303,6.7599993,0,1,0,0,0,1
1992,California,30,White,0,12,yes,1,48,0,1,13,31,51499,9.6999998,7,7,6140.9434,116.36066,141.66464,46578.758,464.85602,464.85602,4.9534626,5.3672009,4.7566943,8.3230162,.39971751,0,0,0,0,0,0,0,0,5536,0,10.849318,214.26227,8.7227335,94.089996,0,1,0,0,0,0
1992,New Jersey,57,White,1,12,yes,1,105,0,1,18,35,183120,8.3999996,99,99,30269.984,286.92514,209.49263,147596.91,4750.1021,-4565.6499,5.3446884,5.6592212,5.6592212,8.3230162,.44986501,.27958801,.220351,.195071,.187135,.200619,.228765,.2335021,0,5539,1,12.117897,286.92508,10.317912,70.55999,0,1,0,1,0,0
1985,Pennsylvania,35,White,1,12,yes,1,5,0,0,14,32,64357,7.5999999,2,6,34011.152,209.74574,179.11731,69236.992,5709.0146,3886.9888,5.1880407,5.6061301,5.3458962,8.3230162,.44986501,.27958801,.220351,.195071,.187135,.200619,.228765,.29894999,.051083475,5541,1,11.072201,272.08923,10.434443,57.759998,1,0,0,0,0,1
1995,Pennsylvania,32,White,1,14,yes,2,4,0,0,4,22,16564,5.9000001,4,7,49226.902,172.26627,188.22858,9317.0918,3644.8491,-10076.936,5.2376571,5.704329,5.1490412,8.3230162,.44986501,.27958801,.220351,.195071,.187135,.200619,.228765,.29894999,.42083541,5544,1,9.7149868,300.164,10.804195,34.810001,0,1,0,0,1,1
