year,sippst,age,race,mardum,ed,ui_yn,spell,dur,templayoff,censrd,seam1wks,seam2wks,hh_twlth,unemprate,gind,occ,annwg,wba,avgwba,hh_theq,hh_liq,hh_netliq,l_avgwba,l_maxwba,l_wba,l_annwg_spl1,l_annwg_spl2,l_annwg_spl3,l_annwg_spl4,l_annwg_spl5,l_annwg_spl6,l_annwg_spl7,l_annwg_spl8,l_annwg_spl9,l_annwg_spl10,id,hasmortg,l_hh_twlth,maxwba,l_annwg,unemprate2,year1,year2,year3,ind99,ind4,delta
1991,Illinois,24,White,1,12,yes,1,13,0,0,4,22,25026,8.5,3,6,14180.598,165.57884,172.59694,11156.521,5661.7476,1535.3892,5.150959,5.2866564,5.1094475,8.3230162,.44986501,.27958801,.220351,.195071,.091739394,0,0,0,0,5550,1,10.12767,197.68135,9.5596304,72.25,0,1,0,0,0,1
1986,Nebraska,43,White,1,12,yes,2,5,0,0,15,32,18949,5.4000001,4,5,14945.831,150.25729,131.59439,17887.773,237.31113,-657.07758,4.8797245,5.0123491,5.0123491,8.3230162,.44986501,.27958801,.220351,.195071,.14429639,0,0,0,0,5553,1,9.8495064,150.25729,9.6121874,29.160002,1,0,0,0,1,1
1992,California,25,White,0,17,yes,3,11,0,0,11,29,93040,9.6999998,9,1,8128.9248,98.573868,141.66464,66171.648,7091.1504,-38556.035,4.9534626,5.3672009,4.590806,8.3230162,.44986501,.23030332,0,0,0,0,0,0,0,5556,1,11.440784,214.26227,9.0031843,94.089996,0,1,0,0,0,1
1994,Ohio,26,White,0,14,yes,2,18,0,1,18,,3686,5.6999998,99,99,20531.012,139.30736,168.33138,0,4.4095817,-66.143723,5.1259346,5.3466125,4.9366827,8.3230162,.44986501,.27958801,.220351,.195071,.187135,.200619,.074046314,0,0,5563,0,8.2122974,209.89606,9.9296913,32.489998,0,1,0,1,0,0
1991,Kentucky,34,White,0,12,yes,2,35,0,0,15,33,13805,7,4,6,34137.457,169.62756,138.91432,13722.54,4.7980909,4.7980909,4.9338574,5.2520852,5.133605,8.3230162,.44986501,.27958801,.220351,.195071,.187135,.200619,.228765,.29894999,.054790407,5567,1,9.5327864,190.96405,10.43815,49,0,1,0,0,1,1
1992,Missouri,34,White,1,15,yes,2,2,0,0,4,21,98486,6,2,4,12893,113.82034,136.0752,84454.742,833.75977,-2054.1233,4.9132075,5.0939074,4.734621,8.3230162,.44986501,.27958801,.220351,.1916194,0,0,0,0,0,5577,1,11.497669,163.02562,9.4644394,36,0,1,0,0,0,1
1992,New York,40,White,0,12,yes,2,17,0,0,17,35,1000,8.6000004,99,99,7628.98,107.55527,183.91158,0,0,0,5.2144551,5.5639114,4.6780047,8.3230162,.44986501,.16682866,0,0,0,0,0,0,0,5587,0,6.9077554,260.84109,8.9397097,73.960007,0,1,0,1,0,1
1991,Kansas,46,White,1,12,yes,1,22,0,0,5,22,179295,4.5,1,6,15737.738,210.22461,168.98877,158337,7844.8789,7844.8789,5.1298323,5.3614578,5.3481765,8.3230162,.44986501,.27958801,.220351,.195071,.187135,.008790452,0,0,0,5606,0,12.096787,213.03529,9.6638165,20.25,0,1,0,0,0,1
1992,Nevada,58,White,0,14,yes,2,37,0,0,10,27,-1030,6.8000002,6,5,5030.5059,198.39406,156.40216,1117.8903,158.36778,-2636.3577,5.0524306,5.3090191,5.2902551,8.3230162,.20025937,0,0,0,0,0,0,0,0,5607,0,,202.15184,8.5232754,46.240002,0,1,0,0,0,1
1992,Texas,54,White,0,13,yes,1,5,0,0,5,23,23437,7.6999998,8,8,28475.146,183.6869,164.05971,0,2421.1638,-373.56165,5.1002302,5.3715391,5.2132325,8.3230162,.44986501,.27958801,.220351,.195071,.187135,.200619,.228765,.1723773,0,5612,0,10.062071,215.19382,10.256787,59.289997,0,1,0,0,0,1
1993,Kansas,31,White,0,13,yes,1,8,0,0,17,34,550,4.9000001,7,4,9193.3203,153.83797,170.59741,0,497.47403,497.47403,5.1393065,5.3760886,5.0359001,8.3230162,.44986501,.27958801,.073763147,0,0,0,0,0,0,5629,0,6.3099184,216.17508,9.1262321,24.01,0,1,0,0,0,1
1995,New York,38,White,1,10,yes,2,3,0,0,9,26,78702,6.4000001,2,7,8661.877,100.35737,178.13449,22735.281,15440.438,9362.5449,5.182539,5.5501785,4.6087375,8.3230162,.44986501,.27958801,.01421763,0,0,0,0,0,0,5639,1,11.273424,257.28348,9.0666866,40.960003,0,1,0,0,0,1
1996,Pennsylvania,32,White,0,12,yes,1,24,0,0,10,27,54191,5.0999999,6,6,6730.7583,138.11607,182.49686,24990.439,386.5188,-1696.0178,5.2067327,5.6809273,4.9280944,8.3230162,.44986501,.041561633,0,0,0,0,0,0,0,5645,0,10.90027,293.22119,8.8144426,26.009998,0,0,1,0,0,1
1991,Texas,36,White,0,16,yes,1,78,0,1,9,26,4000,7.1999998,4,4,19960.059,214.95448,163.24066,0,3838.4729,3838.4729,5.0952253,5.3704262,5.3704262,8.3230162,.44986501,.27958801,.220351,.195071,.187135,.200619,.045843303,0,0,5648,0,8.2940493,214.95445,9.9014883,51.839996,0,1,0,0,1,0
1993,Illinois,38,White,1,18,yes,1,13,0,0,13,30,257618,7.9000001,2,1,65033.422,205.32109,176.35905,62157.117,161995.63,161995.63,5.1725221,5.3245749,5.3245749,8.3230162,.44986501,.27958801,.220351,.195071,.187135,.200619,.228765,.29894999,.69929683,5649,1,12.459233,205.32108,11.082657,62.41,0,1,0,0,0,1
1991,California,26,White,0,14,yes,2,13,0,1,13,,32028,7.8000002,9,1,10795.705,107.99832,137.81078,0,29271.234,24473.143,4.9258814,5.3058877,4.6821156,8.3230162,.44986501,.27958801,.220351,.014083382,0,0,0,0,0,5650,0,10.374366,201.51981,9.2869034,60.840004,0,1,0,0,0,0
1985,New York,30,White,1,0,yes,1,4,0,0,4,21,16205,6.5999999,4,5,26042.824,141.75496,158.63774,7895.4463,3036.71,2672.3049,5.0666232,5.3874407,4.9541001,8.3230162,.44986501,.27958801,.220351,.195071,.187135,.200619,.228765,.083087638,0,5651,0,9.6930752,218.6431,10.167498,43.559998,1,0,0,0,1,1
1997,North Carolina,57,White,1,13,yes,2,42,0,0,8,25,123850,3.7,4,7,11996.713,167.97713,161.45726,97719.625,0,0,5.0842404,5.5311828,5.1238279,8.3230162,.44986501,.27958801,.220351,.11956834,0,0,0,0,0,5653,0,11.726827,252.44232,9.3923883,13.690001,0,0,1,0,1,1
1994,North Carolina,35,White,1,7,yes,1,8,0,0,17,35,18449,4.4000001,2,6,18414.414,128.03732,154.353,13228.745,131.40553,131.40553,5.0392423,5.5162492,4.8523216,8.3230162,.44986501,.27958801,.220351,.195071,.187135,.16586347,0,0,0,5655,1,9.8227654,248.70045,9.8208895,19.360001,0,1,0,0,0,1
1990,Michigan,52,White,1,12,yes,1,42,0,0,8,25,26759,7.5,2,6,19212,275,203.94,15500,4517,-2213,5.3178258,5.6167712,5.6167712,8.3230162,.44986501,.27958801,.220351,.195071,.187135,.200619,.0076457867,0,0,5656,1,10.194626,275.00003,9.8632908,56.25,0,1,0,0,0,1
1990,North Carolina,36,White,1,12,yes,1,2,0,0,5,22,84150,5,99,99,8840,173.45087,151.75999,75000,700,-1700,5.0223002,5.4638319,5.1558943,8.3230162,.44986501,.27958801,.034572855,0,0,0,0,0,0,5664,0,11.340356,236.00002,9.0870419,25,0,1,0,1,0,1
1988,Indiana,28,Black,1,16,yes,2,48,0,0,17,35,86718,5.5999999,99,99,11430.449,106.06255,114.98948,39773.457,27342.041,24911.441,4.7448406,4.6640291,4.6640291,8.3230162,.44986501,.27958801,.220351,.071216099,0,0,0,0,0,5680,1,11.370417,106.06256,9.3440361,31.359999,1,0,0,1,0,1
1991,Connecticut,25,White,0,12,yes,1,52,0,0,17,35,244099,6.0999999,99,99,25668.828,158.9216,197.98843,191923.64,15496.874,13577.638,5.2882085,5.5572023,5.0684109,8.3230162,.44986501,.27958801,.220351,.195071,.187135,.200619,.228765,.068622306,0,5685,0,12.405329,259.09695,10.153032,37.209999,0,1,0,1,0,1
1991,New Jersey,30,White,0,15,yes,2,20,0,0,13,31,13,6.6999998,7,5,1535.3892,125.58132,208.80333,0,12.475037,12.475037,5.341393,5.6321034,4.8329535,7.3365393,0,0,0,0,0,0,0,0,0,5696,0,2.5649493,279.24887,7.3365393,44.889996,0,1,0,0,0,1
1992,New Jersey,36,Black,1,16,yes,1,34,0,1,17,34,5149,8.6000004,99,99,5962.0811,245.15878,209.49263,0,138.8047,138.8047,5.3446884,5.6592212,5.5019059,8.3230162,.37015933,0,0,0,0,0,0,0,0,5699,0,8.5465574,286.92508,8.6931753,73.960007,0,1,0,1,0,0
1992,Massachusetts,25,White,1,8,yes,1,4,0,0,4,22,22766,8.1999998,1,7,10061.012,87.119118,210.82478,9357.6729,11384.78,5635.0981,5.3510275,5.6194811,4.4672766,8.3230162,.44986501,.27958801,.16395403,0,0,0,0,0,0,5702,1,10.033024,275.74625,9.216423,67.239998,0,1,0,0,0,1
1992,Arizona,55,White,1,18,yes,1,18,0,0,9,26,10335,7.9000001,9,1,30719.623,163.02565,136.70866,6521.0264,32.605133,-4532.1133,4.9178519,5.0939074,5.0939074,8.3230162,.44986501,.27958801,.220351,.195071,.187135,.200619,.228765,.24824686,0,5704,1,9.2432919,163.02562,10.332657,62.41,0,1,0,0,0,1
1991,New Mexico,22,White,0,14,yes,1,67,0,0,14,32,329665,7.0999999,7,8,13530.617,94.973648,129.09744,94383.25,220529.86,216403.5,4.8605676,5.1349301,4.5535994,8.3230162,.44986501,.27958801,.220351,.195071,.044819571,0,0,0,0,5707,1,12.705832,169.85245,9.5127106,50.41,0,1,0,0,0,1
1999,New Jersey,29,White,0,12,yes,1,17,0,0,17,34,1000,4.5999999,6,4,17777.082,145.11472,217.32599,0,0,0,5.3813987,5.7661219,4.9775248,8.3230162,.44986501,.27958801,.220351,.195071,.187135,.13063951,0,0,0,5710,0,6.9077554,319.29706,9.7856655,21.16,0,0,1,0,0,1
1996,New York,41,White,1,13,yes,1,25,0,0,15,33,173873,6.3000002,5,1,34517.906,242.24583,171.41776,62476.102,76970.555,76970.555,5.1441035,5.5210786,5.489953,8.3230162,.44986501,.27958801,.220351,.195071,.187135,.200619,.228765,.29894999,.065873057,5714,0,12.06608,249.90443,10.449233,39.690002,0,0,1,0,0,1
1990,New York,21,Black,0,12,yes,1,85,0,1,3,20,3600,5.5999999,7,6,10400,139.70596,180.59,0,250,-4950,5.1962295,5.5606818,4.9395399,8.3230162,.44986501,.27958801,.19709231,0,0,0,0,0,0,5717,0,8.1886892,260.00006,9.2495613,31.359999,0,1,0,0,0,0
1994,Oregon,26,White,1,11,yes,3,4,0,1,4,,500,4.8000002,2,6,6733.4312,116.83439,157.48381,0,0,0,5.0593228,5.5510955,4.7607574,8.3230162,.44986501,.041959316,0,0,0,0,0,0,0,5721,0,6.2146082,257.5195,8.8148403,23.040001,0,1,0,0,0,0
1992,Rhode Island,28,White,0,12,yes,1,28,0,0,15,32,11890,9.1000004,4,5,24515.332,247.5085,191.98833,0,782.52313,596.20813,5.2574344,5.5816107,5.511445,8.3230162,.44986501,.27958801,.220351,.195071,.187135,.200619,.228765,.022643756,0,5727,0,9.3834534,265.4989,10.107054,82.810005,0,1,0,0,1,1
1998,California,39,White,0,16,yes,1,17,0,0,16,33,193580,6.0999999,5,1,29764.318,184.42331,123.78011,51317.789,98542.984,72884.094,4.8185067,5.2172337,5.2172337,8.3230162,.44986501,.27958801,.220351,.195071,.187135,.200619,.228765,.21665545,0,5729,1,12.173446,184.42329,10.301065,37.209999,0,0,1,0,0,1
1993,Nebraska,50,White,0,14,yes,1,8,0,0,8,25,158700,2.7,7,6,16278.255,139.29272,124.43182,27134.947,113243.18,113185.29,4.8237581,4.9365778,4.9365778,8.3230162,.44986501,.27958801,.220351,.195071,.187135,.042559106,0,0,0,5735,0,11.974771,139.29274,9.6975851,7.2900004,0,1,0,0,0,1
1995,Oregon,36,White,0,12,yes,2,18,0,1,18,,565187,4.5,99,99,14277.517,155.06403,157.7748,0,472200.06,412167.25,5.0611687,5.52315,5.043838,8.3230162,.44986501,.27958801,.220351,.195071,.098550536,0,0,0,0,5736,0,13.244912,250.42262,9.5664415,20.25,0,1,0,1,0,0
1987,Pennsylvania,45,Black,0,11,yes,1,12,0,0,17,34,8451,5.6999998,6,7,17668.662,160.22696,182.03658,6327.9053,403.83539,-15358.4,5.2042074,5.6250181,5.0765915,8.3230162,.44986501,.27958801,.220351,.195071,.187135,.12452169,0,0,0,5738,1,9.0420399,277.27731,9.7795477,32.489998,1,0,0,0,0,1
1992,Minnesota,26,White,1,9,yes,2,25,0,1,8,25,0,5.1999998,3,5,10936.692,89.184326,184.53572,0,0,-1333.0841,5.2178431,5.5088515,4.4907055,8.3230162,.44986501,.27958801,.220351,.027059074,0,0,0,0,0,5739,0,,246.86745,9.2998791,27.039997,0,1,0,0,0,0
1993,California,53,White,1,15,yes,1,17,0,0,17,35,202438,9.3999996,99,99,24385.271,175.61562,141.02936,108539.79,62953.074,62048.578,4.9489679,5.3377042,5.1682978,8.3230162,.44986501,.27958801,.220351,.195071,.187135,.200619,.228765,.017324161,0,5750,1,12.218189,208.03455,10.101734,88.359993,0,1,0,1,0,1
1993,California,41,White,1,14,yes,1,16,0,0,2,20,122696,9.6000004,4,5,26740.586,206.765,141.02936,82486.617,27134.947,26230.449,4.9489679,5.3377042,5.331583,8.3230162,.44986501,.27958801,.220351,.195071,.187135,.200619,.228765,.1095273,0,5753,1,11.717465,208.03455,10.193937,92.160004,0,1,0,0,1,1
1993,California,30,White,1,18,yes,1,7,0,0,7,25,118075,9.3999996,8,1,81833.57,208.03459,141.02936,31657.438,60782.281,60782.281,4.9489679,5.3377042,5.3377042,8.3230162,.44986501,.27958801,.220351,.195071,.187135,.200619,.228765,.29894999,.92908275,5761,1,11.679075,208.03455,11.312443,88.359993,0,1,0,0,0,1
1995,New York,51,White,1,10,yes,6,28,0,1,10,28,127501,6.4000001,4,5,22839.053,168.65399,178.13449,47563.992,53701.063,53057.852,5.182539,5.5501785,5.1278491,8.3230162,.44986501,.27958801,.220351,.195071,.187135,.200619,.18058223,0,0,5769,1,11.755879,257.28348,10.036227,40.960003,0,1,0,0,1,0
1993,Pennsylvania,26,White,0,16,yes,3,52,0,1,17,35,12574,6.8000002,99,99,19544.398,107.79748,190.31548,-.90449822,4477.2661,-24534.514,5.248683,5.6585269,4.6802545,8.3230162,.44986501,.27958801,.220351,.195071,.187135,.200619,.024798574,0,0,5770,1,9.4393864,286.72595,9.8804436,46.240002,0,1,0,1,0,0
1986,Ohio,62,White,1,11,yes,1,8,0,0,17,34,163198,8.3000002,2,6,61719.973,175.30019,177.61366,59625.91,116566.27,116566.27,5.1796107,5.1665001,5.1665001,8.3230162,.44986501,.27958801,.220351,.195071,.187135,.200619,.228765,.29894999,.64700305,5775,0,12.00272,175.30023,11.030363,68.889999,1,0,0,0,0,1
1994,Ohio,57,White,1,12,yes,5,4,0,0,10,,183145,5.5999999,4,5,32466.869,209.89609,168.33138,121788.23,22224.291,21673.094,5.1259346,5.3466125,5.3466125,8.3230162,.44986501,.27958801,.220351,.195071,.187135,.200619,.228765,.29894999,.0046156929,5785,1,12.118033,209.89606,10.387976,31.359999,0,1,0,0,1,1
1999,Connecticut,37,White,1,12,yes,4,13,0,0,18,,96050,3.4000001,4,5,27646.266,219.01845,194.53587,48639.855,22123.289,21495.678,5.2706165,5.7537608,5.3891559,8.3230162,.44986501,.27958801,.220351,.195071,.187135,.200619,.228765,.14283629,0,5787,1,11.472624,315.37451,10.227246,11.56,0,0,1,0,1,1
1985,Indiana,29,White,1,12,yes,1,65,0,0,17,35,2900,7.5999999,99,99,28897.332,109.32156,112.73482,0,485.8736,-2064.9629,4.7250385,4.6942935,4.6942935,8.3230162,.44986501,.27958801,.220351,.195071,.187135,.200619,.228765,.18709441,0,5789,0,7.972466,109.32155,10.271504,57.759998,1,0,0,1,0,1
1986,New Hampshire,31,White,1,9,yes,1,47,0,0,17,34,10400,2.3,99,99,37688.348,145.1732,139.39346,0,8824.6348,8347.6279,4.9373007,5.1867027,4.9779277,8.3230162,.44986501,.27958801,.220351,.195071,.187135,.200619,.228765,.29894999,.15374652,5792,0,9.2495613,178.87778,10.537107,5.29,1,0,0,1,0,1
1992,North Carolina,32,White,0,12,yes,1,5,0,0,15,32,4645,6.0999999,6,3,31440.662,142.34134,147.65466,0,186.31503,-1676.8353,4.9948764,5.4820809,4.9582281,8.3230162,.44986501,.27958801,.220351,.195071,.187135,.200619,.228765,.27144688,0,5793,0,8.4435463,240.34633,10.355857,37.209999,0,1,0,0,0,1
1990,Connecticut,21,White,0,12,yes,1,16,0,0,7,25,102274,5,4,5,14560,173.9402,200.57001,83000,5399,2539,5.3011632,5.529429,5.1587114,8.3230162,.44986501,.27958801,.220351,.195071,.11814187,0,0,0,0,5809,1,11.535411,251.99997,9.5860329,25,0,1,0,0,1,1
1993,Illinois,28,White,0,13,yes,2,7,0,0,7,24,101319,7.9000001,7,6,9388.6914,102.81719,176.35905,81404.836,9785.7666,9243.0674,5.1725221,5.3245749,4.6329527,8.3230162,.44986501,.27958801,.094792619,0,0,0,0,0,0,5818,0,11.52603,205.32108,9.1472616,62.41,0,1,0,0,0,1
1996,Minnesota,37,White,0,13,yes,2,3,0,0,17,35,44364,3.7,6,6,12078.713,87.911354,195.24199,14576.924,1159.5564,1159.5564,5.2742395,5.566689,4.4763288,8.3230162,.44986501,.27958801,.220351,.12637949,0,0,0,0,0,5820,1,10.700184,261.56662,9.3991995,13.690001,0,0,1,0,0,1
1992,California,52,Asian or Pacific Islander,1,12,yes,2,14,0,0,17,35,208259,9.6999998,3,1,15758.525,131.94798,141.66464,0,181475.5,181382.34,4.9534626,5.3672009,4.8824077,8.3230162,.44986501,.27958801,.220351,.195071,.187135,.010110337,0,0,0,5822,0,12.246538,214.26227,9.6651363,94.089996,0,1,0,0,0,1
1995,California,57,White,1,15,yes,2,9,0,1,9,,726318,7.8000002,7,1,57261.008,174.96436,131.68625,235818.3,382065.09,376919.41,4.8804221,5.2844753,5.1645823,8.3230162,.44986501,.27958801,.220351,.195071,.187135,.200619,.228765,.29894999,.57201469,5824,1,13.495743,197.25067,10.955375,60.840004,0,1,0,0,0,0
1991,Minnesota,45,White,0,16,yes,2,21,0,0,5,23,0,5.3000002,2,3,30435.252,166.96904,186.61696,0,0,0,5.2290583,5.5385098,5.1178083,8.3230162,.44986501,.27958801,.220351,.195071,.187135,.200619,.228765,.23894663,0,5830,0,,254.29877,10.323357,28.090002,0,1,0,0,0,1
1999,Texas,47,White,1,12,yes,1,22,0,0,12,29,14824,4.6999998,1,6,18749.879,205.3605,176.79802,3922.5688,960.24487,646.43933,5.1750078,5.416791,5.3247671,8.3230162,.44986501,.27958801,.220351,.195071,.187135,.18391652,0,0,0,5834,0,9.604003,225.15543,9.8389425,22.089998,0,0,1,0,0,1
1992,Wisconsin,27,White,1,12,yes,1,1,0,0,7,24,30543,5.3000002,4,5,18165.717,209.12445,163.45419,7918.3892,16172.146,15240.57,5.0965328,5.4097605,5.3429294,8.3230162,.44986501,.27958801,.220351,.195071,.187135,.15226503,0,0,0,5837,1,10.326891,223.57803,9.807291,28.090002,0,1,0,0,1,1
1993,Pennsylvania,39,White,0,9,yes,1,80,0,0,4,21,31063,7.4000001,6,6,30116.172,175.28464,190.31548,18365.836,777.86847,777.86847,5.248683,5.6585269,5.1664109,8.3230162,.44986501,.27958801,.220351,.195071,.187135,.200619,.228765,.22840758,0,5845,1,10.343773,286.72595,10.312818,54.760002,0,1,0,0,0,1
1988,California,33,White,1,12,yes,1,17,0,1,17,,36850,5.1999998,99,99,16944.598,138.8855,135.10822,33144.547,0,-4087.8274,4.906076,5.2116685,4.93365,8.3230162,.44986501,.27958801,.220351,.195071,.187135,.082678273,0,0,0,5848,1,10.514611,183.39981,9.7377043,27.039997,1,0,0,1,0,0
1993,Massachusetts,33,White,0,16,yes,1,17,0,0,17,35,158697,7.4000001,99,99,15058.086,188.73366,211.29984,122107.26,10084.251,-2578.7244,5.3532782,5.6426282,5.2403369,8.3230162,.44986501,.27958801,.220351,.195071,.15177988,0,0,0,0,5852,0,11.974752,282.20343,9.6196709,54.760002,0,1,0,1,0,1
1992,Washington,30,White,1,11,yes,1,5,0,0,18,35,2300,8,4,6,26382.209,189.72916,163.60323,0,1211.0477,978.15393,5.0974441,5.5385933,5.2455974,8.3230162,.44986501,.27958801,.220351,.195071,.187135,.200619,.228765,.096034721,0,5866,0,7.7406645,254.31999,10.180445,64,0,1,0,0,1,1
1991,Pennsylvania,29,White,0,12,yes,1,39,0,0,13,30,57100,6.9000001,4,5,19960.059,260.69452,189.14076,40303.965,4039.9927,-6080.1411,5.2424917,5.6856279,5.5633492,8.3230162,.44986501,.27958801,.220351,.195071,.187135,.200619,.045843303,0,0,5868,1,10.952559,294.60278,9.9014883,47.610001,0,1,0,0,1,1
1991,Washington,37,White,1,15,yes,2,4,0,0,9,27,90606,6.1999998,2,5,24654.512,124.78883,168.08673,63334.801,14010.426,12858.884,5.1244802,5.4641118,4.826623,8.3230162,.44986501,.27958801,.220351,.195071,.187135,.200619,.228765,.028304767,0,5869,1,11.414276,236.06609,10.112715,38.439999,0,1,0,0,0,1
1993,Pennsylvania,58,White,1,12,yes,1,17,0,0,17,35,244242,6.8000002,99,99,26049.549,242.41875,190.31548,171854.66,35699.641,27920.955,5.248683,5.6585269,5.4906664,8.3230162,.44986501,.27958801,.220351,.195071,.187135,.200619,.228765,.083346084,0,5872,0,12.405915,286.72595,10.167756,46.240002,0,1,0,1,0,1
1993,Michigan,36,White,1,14,yes,1,18,0,0,18,35,97221,7.1999998,99,99,26346.225,249.22897,194.48521,13084.472,57434.734,57434.734,5.2703562,5.5797977,5.5183721,8.3230162,.44986501,.27958801,.220351,.195071,.187135,.200619,.228765,.094670013,0,5874,1,11.484742,265.01801,10.17908,51.839996,0,1,0,1,0,1
1993,Pennsylvania,48,White,0,12,yes,1,18,0,0,18,35,223900,6.5999999,99,99,20076.242,223.79213,190.31548,153764.7,46038.961,46038.961,5.248683,5.6585269,5.4107175,8.3230162,.44986501,.27958801,.220351,.195071,.187135,.200619,.051647365,0,0,5875,1,12.318954,286.72595,9.9072924,43.559998,0,1,0,1,0,1
1987,Wisconsin,23,White,0,11,yes,1,11,0,0,3,20,76665,6.8000002,1,7,12678.82,112.82288,165.80261,41419.016,43219.59,41735.41,5.1107979,5.4183359,4.7258191,8.3230162,.44986501,.27958801,.220351,.17486811,0,0,0,0,0,5876,1,11.247201,225.50356,9.4476881,46.240002,1,0,0,0,0,1
1991,Colorado,34,White,0,13,yes,1,9,0,0,9,26,6050,5.0999999,3,4,18622.352,192.59871,165.70686,0,2590.9692,1324.2731,5.1102204,5.4352436,5.2606087,8.3230162,.44986501,.27958801,.220351,.195071,.187135,.17709203,0,0,0,5882,1,8.7078133,229.34871,9.832118,26.009998,0,1,0,0,0,1
1986,Arizona,34,White,1,12,yes,2,27,0,0,13,30,3618,7.0999999,2,6,9110.8389,119.66538,135.14809,0,200.34306,-2602.0747,4.9063711,5.0813422,4.7846994,8.3230162,.44986501,.27958801,.064750925,0,0,0,0,0,0,5889,0,8.1936769,160.98999,9.1172199,50.41,1,0,0,0,0,1
1992,Pennsylvania,23,White,1,12,yes,1,41,0,0,17,35,2501,7.5999999,99,99,8488.5127,143.52856,187.17209,0,2329.8696,2329.8696,5.2320285,5.6461492,4.9665341,8.3230162,.44986501,.27358773,0,0,0,0,0,0,0,5891,0,7.8244457,283.19882,9.0464687,57.759998,0,1,0,1,0,1
1990,New York,22,White,0,12,yes,2,35,0,0,8,25,67752,5.5999999,3,7,13890.667,80.236183,180.59,51000,1834,-2266,5.1962295,5.5606818,4.3849745,8.3230162,.44986501,.27958801,.220351,.195071,.071081854,0,0,0,0,5892,1,11.12361,260.00006,9.5389729,31.359999,0,1,0,0,0,1
1993,Massachusetts,29,White,0,12,yes,1,9,0,0,18,35,136063,6.9000001,9,4,14637.495,109.88986,211.29984,35374.02,77640.32,66098.922,5.3532782,5.6426282,4.6994786,8.3230162,.44986501,.27958801,.220351,.195071,.12345097,0,0,0,0,5895,1,11.820873,282.20343,9.591342,47.610001,0,1,0,0,0,1
1991,Missouri,24,White,1,12,yes,1,16,0,0,17,34,10025,6.5,8,4,17868.092,147.38556,136.80318,2399.0454,95.961823,-5774.0229,4.9185433,5.0945787,4.993052,8.3230162,.44986501,.27958801,.220351,.195071,.187135,.13574548,0,0,0,5896,1,9.2128372,163.1351,9.7907715,42.25,0,1,0,0,0,1
1989,Illinois,45,White,1,12,yes,1,14,0,0,17,,124154,6,4,6,43847.738,197.10402,168.36057,53228.625,60079.836,60079.836,5.1261077,5.2837315,5.2837315,8.3230162,.44986501,.27958801,.220351,.195071,.187135,.200619,.228765,.29894999,.30511847,5898,1,11.729278,197.10399,10.688478,36,1,0,0,0,1,1
1996,California,55,White,1,5,yes,1,22,0,0,13,30,102346,7.0999999,4,7,37858.852,139.46042,126.98476,83301.469,1329.4915,79.969406,4.8440671,5.2553754,4.9377809,8.3230162,.44986501,.27958801,.220351,.195071,.187135,.200619,.228765,.29894999,.15826026,5911,1,11.536115,191.5934,10.54162,50.41,0,0,1,0,1,1
1990,California,32,Black,0,10,yes,1,62,0,0,6,23,1050,6.0999999,1,7,6512,102.474,131.32001,0,550,-1750,4.8776374,5.2470241,4.6296091,8.3230162,.44986501,.0085206339,0,0,0,0,0,0,0,5914,0,6.9565454,190,8.7814016,37.209999,0,1,0,0,0,1
1993,Illinois,38,White,0,12,yes,2,17,0,0,4,21,2000,7.5999999,6,8,5313.9272,81.608818,176.35905,1808.9965,0,0,5.1725221,5.3245749,4.4019375,8.3230162,.25507087,0,0,0,0,0,0,0,0,5915,0,7.6009026,205.32108,8.5780869,57.759998,0,1,0,0,0,1
1991,Ohio,30,White,1,12,yes,3,6,0,0,17,35,8710,6.3000002,4,5,3838.4729,146.10149,169.43979,0,5959.229,5959.229,5.1324978,5.2368951,4.9843016,8.2528296,0,0,0,0,0,0,0,0,0,5924,0,9.0722275,188.08521,8.2528296,39.690002,0,1,0,0,1,1
1986,Missouri,32,Black,1,14,yes,1,7,0,0,13,,4007,6.1999998,9,4,2947.905,149.06477,129.25705,0,8.3476276,-14301.871,4.8618031,5.0043807,5.0043807,7.9888501,0,0,0,0,0,0,0,0,0,5928,0,8.2957983,149.06474,7.9888501,38.439999,1,0,0,0,0,1
1986,Kansas,32,White,0,14,yes,1,30,0,0,17,34,94800,5.3000002,99,99,13012.759,207.69258,179.78404,83476.273,20511.314,20511.314,5.1917562,5.4230914,5.3360591,8.3230162,.44986501,.27958801,.220351,.195071,.0057942644,0,0,0,0,5944,0,11.459525,226.57849,9.4736853,28.090002,1,0,0,1,0,1
1986,Alabama,40,White,1,12,yes,1,12,0,0,4,21,24050,9.1000004,7,6,10410.685,143.10219,119.21605,26116.148,0,-2146.5327,4.7809372,4.9635592,4.9635592,8.3230162,.44986501,.27958801,.19811846,0,0,0,0,0,0,5946,1,10.087891,143.10222,9.2505875,82.810005,1,0,0,0,0,1
1991,Pennsylvania,39,White,1,12,yes,2,5,0,0,11,28,500,6.9000001,5,6,21265.139,143.07738,189.14076,0,0,0,5.2424917,5.6321034,4.9633856,8.3230162,.44986501,.27958801,.220351,.195071,.187135,.200619,.10917968,0,0,5960,0,6.2146082,279.24887,9.9648247,47.610001,0,1,0,0,0,1
